nm0032696,Avi Arad,Avi Arad,175,"August, 1948 in Ramat Gan, Israel",1948-08-01,"Ramat Gan, Israel",,
nm0032720,Tomàs Aragay,Tomàs Aragay,,"1968 in Barcelona, Barcelona, Catalonia, Spain","1968 in Barcelona, Barcelona, Catalonia, Spain","Barcelona, Barcelona, Catalonia, Spain",,
nm0032793,Angélica Aragón,Angélica Espinoza Stransky,165,"July 11, 1953 in Mexico City, Distrito Federal, Mexico",1953-07-11,"Mexico City, Distrito Federal, Mexico",,
nm0033519,Félix Arcarazo,Félix Arcarazo,,,,,,
nm0033596,Louise Archambault,Louise Archambault,,"January 1, 1970 in Montréal, Québec, Canada",1970-01-01,"Montréal, Québec, Canada",,
nm0034073,Catherine Arditi,Catherine Arditi,,"February 14, 1946 in Paris, France",1946-02-14,"Paris, France",,
nm0034390,Niels Arestrup,Niels Arestrup,168,"February 8, 1949 in Montreuil, Seine [now Seine-Saint-Denis], France",1949-02-08,"Montreuil, Seine [now Seine-Saint-Denis], France",,
nm0035207,Richard Arlook,Richard Arlook,,,,,,
nm0035465,Neda Armian,Neda Armian,,,,,,
nm0035488,Fred Armisen,Fereydun Robert Armisen,174,"December 4, 1966 in Hattiesburg, Mississippi, USA",1966-12-04,"Hattiesburg, Mississippi, USA",,
nm0035514,Richard Armitage,Richard Crispin Armitage,189,"August 22, 1971 in Leicester, Leicestershire, England, UK",1971-08-22,"Leicester, Leicestershire, England, UK",,
nm0035661,Craig Armstrong,Craig Armstrong,,"April 29, 1959 in Glasgow, Scotland, UK",1959-04-29,"Glasgow, Scotland, UK",,
nm0035664,Curtis Armstrong,Curtis Armstrong,163,"November 27, 1953 in Detroit, Michigan, USA",1953-11-27,"Detroit, Michigan, USA",,
nm0035905,Scot Armstrong,Scot Armstrong,,"September 22, 1970",1970-09-22,,,
nm0040328,Doug Atchison,Doug Atchison,,,,,,
nm0036155,Stefan Arndt,Stefan Arndt,,"1961 in Munich, Bavaria, Germany","1961 in Munich, Bavaria, Germany","Munich, Bavaria, Germany",,
nm0036237,Cameron Arnett,Cameron Arnett,,"October 14, 1960 in Port-au-Prince, Haiti",1960-10-14,"Port-au-Prince, Haiti",,
nm0036349,Andrea Arnold,Andrea Patricia Arnold,,"April 5, 1961 in Dartford, Kent, England, UK",1961-04-05,"Dartford, Kent, England, UK",,
nm0036366,Bonnie Arnold,Bonnie Arnold,,,,,,
nm0036537,Lisa Arnold,Lisa Arnold,168,,,,,
nm0036634,Steve Arnold,Steve Arnold,,,,,,
nm0036962,Eric Aronson,Eric Aronson,,,,,,
nm0036963,Erika Aronson,Erika Aronson,,,,,,
nm0036981,Letty Aronson,Ellen Konigsberg,,"1943 in New York City, New York, USA","1943 in New York City, New York, USA","New York City, New York, USA",,
nm0037019,Malaika Arora,Malaika Arora Khan,160,"August 23, 1973 in Bombay, Maharashtra, India",1973-08-23,"Bombay, Maharashtra, India",,
nm0037167,Joyce Arrastia,Joyce Arrastia,,,,,,
nm0037247,Guillermo Arriaga,Guillermo Arriaga,,"March 13, 1958 in Mexico City, Distrito Federal, Mexico",1958-03-13,"Mexico City, Distrito Federal, Mexico",,
nm0037665,François d'Artemare,François d'Artemare,,"January 1, 1966 in France",1966-01-01,France,,
nm0037702,Donielle Artese,Donielle Taylor,,,,,,
nm0037708,Miguel Arteta,Miguel Arteta,,"1965 in San Juan, Puerto Rico","1965 in San Juan, Puerto Rico","San Juan, Puerto Rico",,
nm0038093,Alberto Arvelo,Alberto Arvelo,,"1966 in Caracas, Venezuela","1966 in Caracas, Venezuela","Caracas, Venezuela",,
nm0038355,Tadanobu Asano,Tadanobu Satô,179,"November 27, 1973 in Yokohama, Japan",1973-11-27,"Yokohama, Japan",,
nm0038432,Kelly Asbury,Kelly Adam Asbury,,"January 15, 1960 in Beaumont, Texas, USA",1960-01-15,"Beaumont, Texas, USA",2020-06-26,"Encino, California, USA  "
nm0038475,Kevin Asch,Kevin Asch,,"September 5, 1975 in Great Neck, New York, USA",1975-09-05,"Great Neck, New York, USA",,
nm0038585,Miguel Asensio Llamas,Miguel Asensio Llamas,,"1967 in Avilés, Asturias, Spain","1967 in Avilés, Asturias, Spain","Avilés, Asturias, Spain",,
nm0038690,Lorraine Ashbourne,Lorraine Ashbourne,,"January 7, 1961 in Manchester, England, UK",1961-01-07,"Manchester, England, UK",,
nm0038875,John Asher,John Asher,185,"January 13, 1971 in Los Angeles, California, USA",1971-01-13,"Los Angeles, California, USA",,
nm0038988,Lior Ashkenazi,Lior Ashkenazi,,"December 28, 1969 in Ramat Gan, Israel",1969-12-28,"Ramat Gan, Israel",,
nm0039144,Noel Ashman,Noel Ashman,,"June 30, 1970 in New York City, New York, USA",1970-06-30,"New York City, New York, USA",,
nm0039192,Bethany Ashton Wolf,Bethany Ashton Wolf,,,,,,
nm0039327,Mark Ashworth,Mark Ashworth,178,,,,,
nm0039328,Piers Ashworth,Piers Ashworth,180,,,,,
nm0039583,Jules Asner,Julie Ann White,178,"February 14, 1968 in Tempe, Arizona, USA",1968-02-14,"Tempe, Arizona, USA",,
nm0039724,Apurva Asrani,Apurva Asrani,,,,,,
nm0039760,Ehab Assal,Ehab Assal,,,,,,
nm0040022,Tom J. Astle,Tom J. Astle,,"April 8, 1960 in Sherman Oaks, California, USA",1960-04-08,"Sherman Oaks, California, USA",,
nm0040120,Joshua Astrachan,Joshua Astrachan,,,,,,
nm0040217,Tim Atack,Tim Atack,,"April 5, 1959 in England, UK",1959-04-05,"England, UK",,
nm0040545,Féodor Atkine,Féodor Atkine,,"February 27, 1948 in Paris, France",1948-02-27,"Paris, France",,
nm0040591,Essence Atkins,Essence Uhura Atkins,157,"February 7, 1972 in New York City, New York, USA",1972-02-07,"New York City, New York, USA",,
nm0040709,Dorothy Atkinson,Dorothy Atkinson,157,"1966 in Mansfield, Nottinghamshire, England, UK","1966 in Mansfield, Nottinghamshire, England, UK","Mansfield, Nottinghamshire, England, UK",,
nm0040927,Alain Attal,Alain Attal,,,,,,
nm0041300,Jean-Louis Aubert,Jean-Louis Aubert,,"April 12, 1954 in Nantua, Ain, France",1954-04-12,"Nantua, Ain, France",,
nm0041334,Stéphane Aubier,Stéphane Aubier,,"October 8, 1964 in Verviers, Belgium",1964-10-08,"Verviers, Belgium",,
nm0041474,Frédéric Auburtin,Frédéric Auburtin,,"June 4, 1962 in Marseille, France",1962-06-04,"Marseille, France",,
nm0041765,Dorothy Aufiero,Dorothy Aufiero,,,,,,
nm0041864,John August,John Meise,,"August 4, 1970 in Boulder, Colorado, USA",1970-08-04,"Boulder, Colorado, USA",,
nm0041947,Daniel Augusto,Daniel Augusto,,,,,,
nm0042024,Enrique Aular,Enrique Aular,,,,,,
nm0042768,Alexandre Avancini,Alexandre Avancini,,,,,,
nm0042882,Elizabeth Avellan,Elizabeth Avellan,,"November 8, 1960 in Caracas, Venezuela",1960-11-08,"Caracas, Venezuela",,
nm0042992,Scott Aversano,Scott Aversano,,c. 1970,c. 1970,,,
nm0043007,Belle Avery,Belle Avery,,,,,,
nm0043347,Philippe Avril,Philippe Avril,,,,,,
nm0043650,Ximena Ayala,Ximena Ayala,,,,,,
nm0043704,Nicki Aycox,Nicki Lynn Aycox,163,"May 26, 1975 in Hennessey, Oklahoma, USA",1975-05-26,"Hennessey, Oklahoma, USA",,
nm0043742,David Ayer,David Ayer,189,"January 18, 1968 in Champaign, Illinois, USA",1968-01-18,"Champaign, Illinois, USA",,
nm0043891,John Aylward,John Aylward,,"November 7, 1946 in Seattle, Washington, USA",1946-11-07,"Seattle, Washington, USA",,
nm0043855,Reiko Aylesworth,Reiko Aylesworth,163,"December 9, 1972 in Chicago, Illinois, USA",1972-12-09,"Chicago, Illinois, USA",,
nm0043953,Nabil Ayouch,Nabil Ayouch,,"April 1, 1969 in Paris, France",1969-04-01,"Paris, France",,
nm0044073,Lubna Azabal,Lubna Azabal,,"August 15, 1973 in Brussels, Belgium",1973-08-15,"Brussels, Belgium",,
nm0044343,Tanvi Azmi,Tanvi Kiran,,"November 9, 1960 in Bombay, Maharashtra, India",1960-11-09,"Bombay, Maharashtra, India",,
nm0044411,Juan Miguel Azpiroz,Juan Miguel Azpiroz,,,,,,
nm0044545,Pierre Aïm,Pierre Aïm,,"January 31, 1959 in Paris, France",1959-01-31,"Paris, France",,
nm0044577,Agnès B.,Agnès Andrée Marguerite Troublé,,"November 26, 1941 in Versailles, Seine-et-Oise [now Yvelines], France",1941-11-26,"Versailles, Seine-et-Oise [now Yvelines], France",,
nm0044796,Raj Babbar,Raj Babbar,170,"June 23, 1952 in Tundla, Uttar Pradesh, India",1952-06-23,"Tundla, Uttar Pradesh, India",,
nm0045209,Michael Bacall,Michael Stephen Buccellato,165,"April 19, 1973 in Los Angeles, California, USA",1973-04-19,"Los Angeles, California, USA",,
nm0045393,Abhishek Bachchan,Abhishek Amitabh Srivastav,185,"February 5, 1976 in Bombay, Maharashtra, India",1976-02-05,"Bombay, Maharashtra, India",,
nm0045489,Þorsteinn Bachmann,Þorsteinn Bachmann,,"October 25, 1965",1965-10-25,,,
nm0045602,Mark Bacino,Mark Bacino,,,,,,
nm0046004,Klaus Badelt,Klaus Badelt,,"June 12, 1967 in Frankfurt am Main, Hesse, Germany",1967-06-12,"Frankfurt am Main, Hesse, Germany",,
nm0046033,Diedrich Bader,Karl Diedrich Bader,188,"December 24, 1966 in Alexandria, Virginia, USA",1966-12-24,"Alexandria, Virginia, USA",,
nm0046112,Penn Badgley,Penn Dayton Badgley,174,"November 1, 1986 in Baltimore, Maryland, USA",1986-11-01,"Baltimore, Maryland, USA",,
nm0046347,Edouard Baer,Edouard Baer,175,"December 1, 1966 in Boulogne-Billancourt, Hauts-de-Seine, France",1966-12-01,"Boulogne-Billancourt, Hauts-de-Seine, France",,
nm0046367,Matthew Baer,Matthew Baer,,,,,,
nm0046424,Veerle Baetens,Veerle Baetens,,"January 24, 1978 in Brasschaat, Flanders, Belgium",1978-01-24,"Brasschaat, Flanders, Belgium",,
nm0046524,Anthony Bagarozzi,Anthony Bagarozzi,,,,,,
nm0046559,Ross Bagdasarian Jr.,Ross Dickran Bagdasarian,,"October 25, 1949 in Los Angeles, California, USA",1949-10-25,"Los Angeles, California, USA",,
nm0046564,Ross Bagdasarian,Ross Sipan Bagdasarian,,"January 27, 1919 in Fresno, California, USA",1919-01-27,"Fresno, California, USA",1972-01-16,"Beverly Hills, California, USA  "
nm0046867,Maziar Bahari,Maziar Bahari,,,,,,
nm0046943,Fax Bahr,Fax Bahr,,,,,,
nm0047076,Steven Baigelman,Steven Baigelman,,,,,,
nm0047155,Bill Bailey,Mark Bailey,172,"January 13, 1965 in Bath, Somerset, England, UK",1965-01-13,"Bath, Somerset, England, UK",,
nm0047392,Marion Bailey,Marion Bailey,,"May 5, 1951 in Watford, Hertfordshire, England, UK",1951-05-05,"Watford, Hertfordshire, England, UK",,
nm0047419,Miranda Bailey,Miranda Bailey,160,"January 30, 1977 in Vail, Colorado, USA",1977-01-30,"Vail, Colorado, USA",,
nm0047916,Robert L. Baird,Robert L. Baird,,,,,,
nm0047976,Jon Robin Baitz,Jon Robin Baitz,189,"November 4, 1961 in Los Angeles, California, USA",1961-11-04,"Los Angeles, California, USA",,
nm0048075,Manoj Bajpayee,Manoj Bajpayee,170,"April 23, 1969 in Belwa, Bihar, India",1969-04-23,"Belwa, Bihar, India",,
nm0048169,Nick Bakay,Nick Bakay,183,"October 8, 1959 in Buffalo, New York, USA",1959-10-08,"Buffalo, New York, USA",,
nm0048336,Christopher James Baker,Christopher James Baker,188,,,,,
nm0048414,Dylan Baker,Dylan Baker,185,"October 7, 1959 in Syracuse, New York, USA",1959-10-07,"Syracuse, New York, USA",,
nm0048816,Patrick Baker,Patrick Baker,,,,,,
nm0048918,Sean Baker,Sean Baker,,"1971 in New York City, New York, USA","1971 in New York City, New York, USA","New York City, New York, USA",,
nm0049026,Zene Baker,Zene Baker,,,,,,
nm0049313,Liane Balaban,Liane Balaban,172,"June 24, 1980 in Toronto, Ontario, Canada",1980-06-24,"Toronto, Ontario, Canada",,
nm0049371,Jaume Balagueró,Jaume Balagueró i Bernat,,"November 2, 1968 in Lleida, Lleida, Catalonia, Spain",1968-11-02,"Lleida, Lleida, Catalonia, Spain",,
nm0049395,Nandamuri Balakrishna,Nandamuri Balakrishna,174,"June 10, 1960 in Madras, Madras State, India",1960-06-10,"Madras, Madras State, India",,
nm0049633,Kyle Balda,Kyle J. Balda,,"March 9, 1971 in Tucson, Arizona, USA",1971-03-09,"Tucson, Arizona, USA",,
nm0049689,John Baldecchi,John Baldecchi,,,,,,
nm0049945,Karen Elise Baldwin,Karen Elise Baldwin,,"June 16, 1964 in London, Ontario, Canada",1964-06-16,"London, Ontario, Canada",,
nm0049924,James Baldwin,James Baldwin,,"August 2, 1924 in Harlem, Manhattan, New York City, New York, USA",1924-08-02,"Harlem, Manhattan, New York City, New York, USA",1987-12-01,"Saint-Paul-de-Vence, Alpes-Maritimes, France  "
nm0050156,Eric Balfour,Eric Salter Balfour,188,"April 24, 1977 in Los Angeles, California, USA",1977-04-24,"Los Angeles, California, USA",,
nm0050276,Jeff Balis,Jeff Balis,,"April 13, 1975",1975-04-13,,,
nm0051212,Traci Balthazor,Traci Balthazor,,,,,,
nm0050541,Jason Ballantine,Jason Ballantine,,1970 in Australia,1970 in Australia,Australia,,
nm0050832,Florian Ballhaus,Florian Ballhaus,,"1965 in Baden-Baden, Baden-Württemberg, Germany","1965 in Baden-Baden, Baden-Württemberg, Germany","Baden-Baden, Baden-Württemberg, Germany",,
nm0050722,Matthew Ballen,Matthew Ballen,,"November 15, 1975",1975-11-15,,,
nm0050959,Pedro Pascal,Jose Pedro Balmaceda Pascal,180,"April 2, 1975 in Santiago de Chile, Metropolitan Region, Chile",1975-04-02,"Santiago de Chile, Metropolitan Region, Chile",,
nm0051509,Eric Bana,Eric Banadinovic,189,"August 9, 1968 in Melbourne, Victoria, Australia",1968-08-09,"Melbourne, Victoria, Australia",,
nm0051520,Jaume Banacolocha,Jaume Banacolocha,,,,,,
nm0051729,Al Bandiero,Al Bandiero,178,,,,,
nm0051856,Victor Banerjee,Victor Banerjee,,"October 15, 1946 in Calcutta, Bengal Presidency, British India",1946-10-15,"Calcutta, Bengal Presidency, British India",,
nm0052186,Jonathan Banks,Jonathan Ray Banks,174,"January 31, 1947 in Washington, District of Columbia, USA",1947-01-31,"Washington, District of Columbia, USA",,
nm0052410,Reggie Bannister,Reginald Horace Bannister,173,"September 29, 1945 in Long Beach, California, USA",1945-09-29,"Long Beach, California, USA",,
nm0052520,Milt Banta,Milt Banta,,"November 1, 1922 in Ontario, California, USA",1922-11-01,"Ontario, California, USA",1959-10-04,"Pasadena, California, USA  "
nm0052581,John Banville,William John Banville,,"December 8, 1945 in Wexford, County Wexford, Ireland",1945-12-08,"Wexford, County Wexford, Ireland",,
nm0052600,Radu Bânzaru,Radu Bânzaru,184,"April 26, 1968 in Lugoj, Romania",1968-04-26,"Lugoj, Romania",,
nm0052754,Iris Bahr,Iris Bahr,,,,,,
nm0052757,Yael Bar-Zohar,Yael Bar-Zohar,,"January 29, 1980 in Tel Aviv, Israel",1980-01-29,"Tel Aviv, Israel",,
nm0053184,Angelo Barbagallo,Angelo Barbagallo,,,,,,
nm0053228,Ernie Barbarash,Ernie Barbarash,,,,,,
nm0053388,Gary Barber,Gary Barber,,"1957 in Johannesburg, South Africa","1957 in Johannesburg, South Africa","Johannesburg, South Africa",,
nm0053427,Lesley Barber,Lesley Barber,,"1968 in Toronto, Ontario, Canada","1968 in Toronto, Ontario, Canada","Toronto, Ontario, Canada",,
nm0053484,Joseph Barbera,Joseph Roland Barbera,,"March 24, 1911 in Little Italy, Manhattan, New York City, New York, USA",1911-03-24,"Little Italy, Manhattan, New York City, New York, USA",2006-12-18,"Studio City, Los Angeles, California, USA  "
nm0053903,Marc Barbé,Marc Barbé,,"May 6, 1961 in Nancy, Meurthe-et-Moselle, Lorraine, France",1961-05-06,"Nancy, Meurthe-et-Moselle, Lorraine, France",,
nm0054053,Jane Barclay,Jane Barclay,,"May, 1960 in London, England, UK",1960-05-01,"London, England, UK",,
nm0054087,Roger Barclay,Roger Barclay,185,,,,,
nm0054358,Aleksi Bardy,Aleksi Bardy,192,"September 29, 1970 in Helsinki, Finland",1970-09-29,"Helsinki, Finland",,
nm0054403,Djemel Barek,Djemel Barek,,,,,2020-07-30,France  
nm0054667,Pierre Barillet,Pierre Alexandre Barillet,,"August 24, 1923 in Paris, France",1923-08-24,"Paris, France",2019-01-08,"Paris, France  "
nm0054697,Ike Barinholtz,Isaac Barinholtz,189,"February 18, 1977 in Chicago, Illinois, USA",1977-02-18,"Chicago, Illinois, USA",,
nm0054711,Howard Barish,Howard Barish,,,,,,
nm0054743,Kamal Kumar Barjatya,Kamal Kumar Barjatya,,,,,,
nm0054744,Sooraj R. Barjatya,Sooraj R. Barjatya,168,"May 22, 1965 in Bombay, Maharashtra, India",1965-05-22,"Bombay, Maharashtra, India",,
nm0055198,Gary Barlough,Gary Barlough,,,,,,
nm0055431,Michael Barnathan,Michael Barnathan,,,,,,
nm0055618,Guy Barnes,Guy Barnes,,,,,,
nm0055717,Nicky Kentish Barnes,Nicky Kentish Barnes,,,,,,
nm0055937,Kevin Barnett,Kevin Barnett,,,,,,
nm0056002,Alan Barnette,Alan Barnette,,,,,,
nm0056187,Sacha Baron Cohen,Sacha Noam Baron Cohen,191,"October 13, 1971 in Hammersmith, London, England, UK",1971-10-13,"Hammersmith, London, England, UK",,
nm0056550,Nathan Barr,Nathan Barr,,,,,,
nm0056770,Adriana Barraza,Adriana Barraza,155,"March 5, 1956 in Toluca, Estado de Mexico, Mexico",1956-03-05,"Toluca, Estado de Mexico, Mexico",,
nm0056873,Brandon Barrera,Brandon Barrera,,"December 26, 1974 in Bossier City, Louisiana, USA",1974-12-26,"Bossier City, Louisiana, USA",,
nm0057187,K.K. Barrett,K.K. Barrett,,,,,,
nm0057381,J.M. Barrie,James Matthew Barrie,,"May 9, 1860 in Kirriemuir, Angus, Scotland, UK",1860-05-09,"Kirriemuir, Angus, Scotland, UK",1937-06-19,"London, England, UK  "
nm0057592,Seth Barrish,Seth Barrish,,,,,,
nm0057623,Ghislain Barrois,Ghislain Barrois,,,,,,
nm0057655,David Barron,David Barron,,"February 21, 1954 in Petersfield, Hampshire, England, UK",1954-02-21,"Petersfield, Hampshire, England, UK",,
nm0057664,Ferrell Barron,Ferrell Barron,,"May 30, 1970 in Dallas, Texas, USA",1970-05-30,"Dallas, Texas, USA",,
nm0057835,David-Christophe Barrot,David-Christophe Barrot,,,,,,
nm0057856,Geoff Barrow,Geoff Barrow,,"December 9, 1971 in Walton-In-Gordano, North Somerset, England, UK",1971-12-09,"Walton-In-Gordano, North Somerset, England, UK",,
nm0059215,Mischa Barton,Mischa Anne Marsden Barton,175,"January 24, 1986 in London, England, UK",1986-01-24,"London, England, UK",,
nm0058539,Jack Barth,Jack Barth,,,,,,
nm0058581,Justin Bartha,Justin Lee Bartha,173,"July 21, 1978 in West Bloomfield, Michigan, USA",1978-07-21,"West Bloomfield, Michigan, USA",,
nm0058772,Alison Bartlett,Alison Bartlett,,"July 14, 1971 in New York City, New York, USA",1971-07-14,"New York City, New York, USA",,
nm0059431,Jay Baruchel,Jonathan Adam Saunders Baruchel,183,"April 9, 1982 in Ottawa, Ontario, Canada",1982-04-09,"Ottawa, Ontario, Canada",,
nm0059595,Joan Bas,Joan Bas,,,,,,
nm0060103,Ronald Bass,Ronald Jay Bass,,"March 26, 1942 in Los Angeles, California, USA",1942-03-26,"Los Angeles, California, USA",,
nm0061434,Gérard de Battista,Gérard de Battista,,"September 20, 1946 in Paris, France",1946-09-20,"Paris, France",,
nm0060741,John Batchelor,John Batchelor,183,,,,,
nm0060760,Janet Scott Batchler,Janet Scott Batchler,,"February 5, 1956 in USA",1956-02-05,USA,,
nm0060761,Lee Batchler,Lee Batchler,,"November 22, 1950 in USA",1950-11-22,USA,,
nm0060971,Liam Bates,Liam Bates,,,,,,
nm0061045,Tyler Bates,Tyler Lucas Bates,188,"June 5, 1965 in Los Angeles, California, USA",1965-06-05,"Los Angeles, California, USA",,
nm0061671,Mary Ellen Bauder,Mary Ellen Bauder,,,,,,
nm0062362,Karl Baumgartner,Karl Baumgartner,,"1949 in Brunico, Bolzano, Trentino-Alto Adige, Italy","1949 in Brunico, Bolzano, Trentino-Alto Adige, Italy","Brunico, Bolzano, Trentino-Alto Adige, Italy",2014-03-18,"Frankfurt am Main, Hesse, Germany"
nm0061944,Tristán Bauer,Tristán Bauer,,"June 22, 1959 in Mar del Plata, Argentina",1959-06-22,"Mar del Plata, Argentina",,
nm0061982,Brian Baugh,Brian Baugh,,,,,,
nm0062081,David Baum,David Baum,,,,,,
nm0062126,Roger S. Baum,Roger Stanton Baum,,,,,,
nm0062332,Craig Baumgarten,Craig Baumgarten,,"August 27, 1949 in USA",1949-08-27,USA,,
nm0062373,Robby Baumgartner,Robby Baumgartner,,"July 7, 1962 in Syosset, New York, USA",1962-07-07,"Syosset, New York, USA",,
nm0062798,Pete Baxter,Pete Baxter,,,,,,
nm0063165,Peter Baynham,Peter Baynham,,,,,,
nm0063414,Roque Baños,Roque Baños López,,"1968 in Jumilla, Murcia, Spain","1968 in Jumilla, Murcia, Spain","Jumilla, Murcia, Spain",,
nm0063473,Jim Beach,Jim Beach,,"March 9, 1942 in Gloucester, Gloucestershire, England, UK",1942-03-09,"Gloucester, Gloucestershire, England, UK",,
nm0063618,Jeff Beal,Jeff Beal,,"June 20, 1963 in Hayward, California, USA",1963-06-20,"Hayward, California, USA",,
nm0063769,Charlie Bean,Charles James Bean,,"August 10, 1970 in Los Angeles, California, USA",1970-08-10,"Los Angeles, California, USA",,
nm0063800,Noah Bean,Noah Whypple Bean,180,"August 20, 1978 in Boston, Massachusetts, USA",1978-08-20,"Boston, Massachusetts, USA",,
nm0063856,Rhet Bear,Rhet Bear,,,,,,
nm0064290,Christophe Beaucarne,Christophe Beaucarne,,,,,,
nm0064510,Benoit Beaulieu,Benoit Beaulieu,,,,,,
nm0064181,Stuart Beattie,Stuart Beattie,,,,,,
nm0064444,Pete Beaudreau,Pete Beaudreau,,,,,,
nm0064479,Simon Beaufoy,Simon Beaufoy,168,"1967 in Keighley, Bradford, West Yorkshire, England, UK","1967 in Keighley, Bradford, West Yorkshire, England, UK","Keighley, Bradford, West Yorkshire, England, UK",,
nm0064669,Marc Beaupré,Marc Beaupré,,,,,,
nm0064741,Xavier Beauvois,Xavier Beauvois,,"March 20, 1967 in Auchel, Pas-de-Calais, France",1967-03-20,"Auchel, Pas-de-Calais, France",,
nm0064940,Pernille Bech Christensen,Pernille Bech Christensen,,"April 4, 1959",1959-04-04,,,
nm0065007,Demián Bichir,Demián Bichir Nájera,178,"August 1, 1963 in Mexico City, Distrito Federal, Mexico",1963-08-01,"Mexico City, Distrito Federal, Mexico",,
nm0065100,Christophe Beck,Jean-Christophe Beck,,"1972 in Montreal, Quebec, Canada","1972 in Montreal, Quebec, Canada","Montreal, Quebec, Canada",,
nm0066016,Michael Bederman,Michael Bederman,,,,,,
nm0065493,Kuno Becker,Eduardo Kuno Becker Paz,178,"January 14, 1978 in Mexico City, Distrito Federal, Mexico",1978-01-14,"Mexico City, Distrito Federal, Mexico",,
nm0065608,Walt Becker,Walt William Becker,,"September 16, 1968 in Hollywood, California, USA",1968-09-16,"Hollywood, California, USA",,
nm0065781,Adam Beckman,Adam Beckman,,,,,,
nm0065899,Dave Becky,Dave Becky,,,,,,
nm0066244,Dion Beebe,Dion Beebe,173,"1968 in Brisbane, Queensland, Australia","1968 in Brisbane, Queensland, Australia","Brisbane, Queensland, Australia",,
nm0066464,Erica Beeney,Erica Beeney,,,,,,
nm0066764,Michael Begler,Michael Begler,,,,,,
nm0066851,Jackie Filgo,Jackie Filgo,,,,,,
nm0067248,Larry Beinhart,Larry Beinhart,,,,,,
nm0067367,Bérénice Bejo,Bérénice Bejo,167,"July 7, 1976 in Buenos Aires, Argentina",1976-07-07,"Buenos Aires, Argentina",,
nm0067457,Timur Bekmambetov,Timur Bekmambetov,168,"June 25, 1961 in Guryev, Kazakh SSR, USSR [now Atyrau, Kazakhstan]",1961-06-25,"Guryev, Kazakh SSR, USSR [now Atyrau, Kazakhstan]",,
nm0067618,Sergi Belbel,Sergi Belbel i Coslado,,"May 29, 1963 in Terrassa, Barcelona, Catalonia, Spain",1963-05-29,"Terrassa, Barcelona, Catalonia, Spain",,
nm0067789,Jordan Belfort,Jordan Belfort,170,"July 9, 1962 in Bronx, New York, USA",1962-07-09,"Bronx, New York, USA",,
nm0068034,Anthony Bell,Anthony Bell,,,,,,
nm0068042,Ashley Bell,Ashley Bell,160,,,,,
nm0068187,Emma Bell,Emma Jean Bell,168,"December 17, 1986 in Woodstown, New Jersey, USA",1986-12-17,"Woodstown, New Jersey, USA",,
nm0068260,Jamie Bell,Jamie Bell,170,"March 14, 1986 in Billingham, Stockton-on-Tees, County Durham, England, UK",1986-03-14,"Billingham, Stockton-on-Tees, County Durham, England, UK",,
nm0068338,Kristen Bell,Kristen Anne Bell,155,"July 18, 1980 in Huntington Woods, Michigan, USA",1980-07-18,"Huntington Woods, Michigan, USA",,
nm0068551,Tobin Bell,Joseph H. Tobin Jr.,179,"August 7, 1942 in Queens, New York City, New York, USA",1942-08-07,"Queens, New York City, New York, USA",,
nm0068587,William Brent Bell,William Brent Bell,,,,,,
nm0068599,Vanessa Bell Calloway,Vanessa Bell,,"March 20, 1957 in Cleveland, Ohio, USA",1957-03-20,"Cleveland, Ohio, USA",,
nm0068662,John Bellairs,John Anthony Bellairs,,"January 17, 1938 in Marshall, Michigan, USA",1938-01-17,"Marshall, Michigan, USA",1991-03-08,"Haverhill, Massachusetts, USA  "
nm0068925,Bernard Bellew,Bernard Bellew,,,,,,
nm0069131,Gregg Bello,Gregg Bello,,,,,,
nm0069549,Kristine Belson,Kristine Belson,,,,,,
nm0069963,Saïd Ben Saïd,Saïd Ben Saïd,,,,,,
nm0070152,Tonino Benacquista,Tonino Benacquista,,"September 1, 1961 in Choisy-le-Roi, Val-de-Marne, France",1961-09-01,"Choisy-le-Roi, Val-de-Marne, France",,
nm0070351,Nitsa Benchetrit,Nitsa Benchetrit,174,,,,,
nm0070368,Steve Bencich,Stephen Mark Bencich,,,,,,
nm0070454,Chris Bender,Chris Bender,,1971,1971,,,
nm0070822,Terry Benedict,Terry L. Benedict,,,,,,
nm0071066,Ray Bengston,Ray Bengston,,,,,,
nm0071452,Robert Benmussa,Robert Benmussa,,,,,,
nm0071846,John M. Bennett,John M. Bennett,,,,,,
nm0071847,Manu Bennett,Jonathan Manu Bennett,180,"October 10, 1969 in Rotorua, New Zealand",1969-10-10,"Rotorua, New Zealand",,
nm0071879,Laurence Bennett,Laurence Bennett,,,,,,
nm0072241,David Benoit,David Bryan Benoit,,"August 17, 1953 in Bakersfield, California, USA",1953-08-17,"Bakersfield, California, USA",,
nm0072556,Laura Benson,Laura Benson,,,,,,
nm0072600,Ned Benson,Ned Benson,,"April 3, 1977 in New York City, New York, USA",1977-04-03,"New York City, New York, USA",,
nm0072713,Lyriq Bent,Lyriq Bent,183,,,,,
nm0072768,Fabrizio Bentivoglio,Fabrizio Bentivoglio,181,"January 4, 1957 in Milan, Lombardy, Italy",1957-01-04,"Milan, Lombardy, Italy",,
nm0073026,David Benullo,David Benullo,,,,,,
nm0073384,Emmanuelle Bercot,Emmanuelle Bercot,,"November 6, 1967 in Paris, France",1967-11-06,"Paris, France",,
nm0073554,Matt Berenson,Matt Berenson,183,,,,,
nm0073571,Stephen Beresford,Stephen Beresford,,"1972 in London, England, UK","1972 in London, England, UK","London, England, UK",,
